"Task","Cue","curColor","curMotion","TaskTransition","CueTransition","ResponseTransition","miniBlockSize","correctResponse","miniBlockTrial","miniBlock","Block",
2,1,1,1,1,1,1,5,1,5,26,1,
2,1,1,1,0,0,0,4,1,1,27,1,
2,1,1,1,0,0,0,4,1,2,27,1,
2,1,1,1,0,0,0,4,1,3,27,1,
2,1,1,2,0,0,1,4,2,4,27,1,
2,2,1,2,0,1,1,4,2,1,28,1,
2,2,1,2,0,1,1,4,2,2,28,1,
2,2,1,1,0,1,1,4,1,3,28,1,
2,2,1,2,0,1,1,4,2,4,28,1,
2,1,2,1,0,1,0,4,1,1,29,1,
2,1,2,1,0,1,0,4,1,2,29,1,
2,1,1,1,0,1,0,4,1,3,29,1,
2,1,1,2,0,1,1,4,2,4,29,1,
2,1,2,2,0,0,0,5,2,1,30,1,
2,1,2,2,0,0,0,5,2,2,30,1,
2,1,1,2,0,0,0,5,2,3,30,1,
2,1,1,1,0,0,1,5,1,4,30,1,
2,1,2,1,0,0,0,5,1,5,30,1,
2,1,2,1,0,0,1,4,1,1,31,1,
2,1,2,1,0,0,1,4,1,2,31,1,
2,1,2,2,0,0,1,4,2,3,31,1,
2,1,1,1,0,0,1,4,1,4,31,1,
1,1,2,2,1,1,1,5,2,1,32,1,
1,1,2,2,1,1,1,5,2,2,32,1,
1,1,2,2,1,1,0,5,2,3,32,1,
1,1,2,1,1,1,0,5,2,4,32,1,
1,1,2,1,1,1,0,5,2,5,32,1,
2,1,1,1,1,0,1,5,1,1,33,1,
2,1,1,1,1,0,1,5,1,2,33,1,
2,1,1,2,1,0,1,5,2,3,33,1,
2,1,2,2,1,0,0,5,2,4,33,1,
2,1,1,1,1,0,1,5,1,5,33,1,
2,2,2,2,0,1,0,4,2,1,34,1,
2,2,2,2,0,1,0,4,2,2,34,1,
2,2,2,2,0,1,0,4,2,3,34,1,
2,2,2,2,0,1,0,4,2,4,34,1,
1,1,1,2,1,1,0,4,1,1,35,1,
1,1,1,2,1,1,0,4,1,2,35,1,
1,1,1,1,1,1,0,4,1,3,35,1,
1,1,1,2,1,1,0,4,1,4,35,1,
1,2,2,1,0,1,1,5,2,1,36,1,
1,2,2,1,0,1,1,5,2,2,36,1,
1,2,2,1,0,1,0,5,2,3,36,1,
1,2,2,1,0,1,0,5,2,4,36,1,
1,2,1,2,0,1,1,5,1,5,36,1,
1,2,2,2,0,0,0,4,2,1,37,1,
1,2,2,2,0,0,0,4,2,2,37,1,
1,2,2,2,0,0,0,4,2,3,37,1,
1,2,1,1,0,0,1,4,1,4,37,1,
1,2,1,1,0,0,0,5,1,1,38,1,
1,2,1,1,0,0,0,5,1,2,38,1,
1,2,2,1,0,0,1,5,2,3,38,1,
1,2,2,1,0,0,0,5,2,4,38,1,
1,2,1,2,0,0,1,5,1,5,38,1,
2,2,2,1,1,0,1,4,1,1,39,1,
2,2,2,1,1,0,1,4,1,2,39,1,
2,2,1,2,1,0,1,4,2,3,39,1,
2,2,2,1,1,0,1,4,1,4,39,1,
2,2,1,2,0,0,0,3,2,1,40,1,
2,2,1,2,0,0,0,3,2,2,40,1,
2,2,1,1,0,0,1,3,1,3,40,1,
1,2,1,1,1,0,0,4,1,1,41,1,
1,2,1,1,1,0,0,4,1,2,41,1,
1,2,1,2,1,0,0,4,1,3,41,1,
1,2,1,2,1,0,0,4,1,4,41,1,
1,2,1,1,0,0,1,5,1,1,42,1,
1,2,1,1,0,0,1,5,1,2,42,1,
1,2,1,1,0,0,0,5,1,3,42,1,
1,2,2,2,0,0,1,5,2,4,42,1,
1,2,2,2,0,0,0,5,2,5,42,1,
1,2,2,1,0,0,1,4,2,1,43,1,
1,2,2,1,0,0,1,4,2,2,43,1,
1,2,2,2,0,0,0,4,2,3,43,1,
1,2,1,2,0,0,1,4,1,4,43,1,
1,1,1,2,0,1,0,5,1,1,44,1,
1,1,1,2,0,1,0,5,1,2,44,1,
1,1,2,2,0,1,1,5,2,3,44,1,
1,1,2,2,0,1,0,5,2,4,44,1,
1,1,1,1,0,1,1,5,1,5,44,1,
1,2,1,1,0,1,0,3,1,1,45,1,
1,2,1,1,0,1,0,3,1,2,45,1,
1,2,1,2,0,1,0,3,1,3,45,1,
1,2,1,1,0,0,0,4,1,1,46,1,
1,2,1,1,0,0,0,4,1,2,46,1,
1,2,2,1,0,0,1,4,2,3,46,1,
1,2,1,1,0,0,1,4,1,4,46,1,
2,1,1,1,1,0,0,4,1,1,47,1,
2,1,1,1,1,0,0,4,1,2,47,1,
2,1,2,2,1,0,1,4,2,3,47,1,
2,1,2,2,1,0,0,4,2,4,47,1,
2,1,2,2,0,0,0,3,2,1,48,1,
2,1,2,2,0,0,0,3,2,2,48,1,
2,1,1,1,0,0,1,3,1,3,48,1,
1,2,2,1,1,1,0,4,2,1,49,1,
1,2,2,1,1,1,0,4,2,2,49,1,
1,2,2,1,1,1,0,4,2,3,49,1,
1,2,2,2,1,1,0,4,2,4,49,1,
2,2,2,2,1,1,0,5,2,1,50,1,
2,2,2,2,1,1,0,5,2,2,50,1,
2,2,1,1,1,1,1,5,1,3,50,1,
2,2,1,2,1,1,1,5,2,4,50,1,
2,2,2,1,1,1,1,5,1,5,50,1,
2,2,1,1,0,0,1,4,1,1,51,1,
2,2,1,1,0,0,1,4,1,2,51,1,
2,2,1,2,0,0,1,4,2,3,51,1,
2,2,1,1,0,0,1,4,1,4,51,1,
2,1,1,2,0,1,1,4,2,1,52,1,
2,1,1,2,0,1,1,4,2,2,52,1,
2,1,1,1,0,1,1,4,1,3,52,1,
2,1,1,2,0,1,1,4,2,4,52,1,
2,2,1,1,0,1,0,3,1,1,53,1,
2,2,1,1,0,1,0,3,1,2,53,1,
2,2,1,2,0,1,1,3,2,3,53,1,
2,1,1,2,0,1,0,4,2,1,54,1,
2,1,1,2,0,1,0,4,2,2,54,1,
2,1,2,2,0,1,0,4,2,3,54,1,
2,1,2,1,0,1,1,4,1,4,54,1,
2,2,1,1,0,1,1,5,1,1,55,1,
2,2,1,1,0,1,1,5,1,2,55,1,
2,2,1,2,0,1,1,5,2,3,55,1,
2,2,2,2,0,1,0,5,2,4,55,1,
2,2,2,2,0,1,0,5,2,5,55,1,
2,1,2,1,0,1,1,5,1,1,56,1,
2,1,2,1,0,1,1,5,1,2,56,1,
2,1,2,1,0,1,0,5,1,3,56,1,
2,1,2,2,0,1,1,5,2,4,56,1,
2,1,1,2,0,1,0,5,2,5,56,1,
2,1,2,1,0,0,1,3,1,1,57,1,
2,1,2,1,0,0,1,3,1,2,57,1,
2,1,1,2,0,0,1,3,2,3,57,1,
1,2,2,1,1,0,1,4,2,1,58,1,
1,2,2,1,1,0,1,4,2,2,58,1,
1,2,1,2,1,0,1,4,1,3,58,1,
1,2,2,2,1,0,1,4,2,4,58,1,
1,1,1,1,0,1,1,3,1,1,59,1,
1,1,1,1,0,1,1,3,1,2,59,1,
1,1,2,1,0,1,1,3,2,3,59,1,
1,1,2,1,0,0,0,3,2,1,60,1,
1,1,2,1,0,0,0,3,2,2,60,1,
1,1,1,2,0,0,1,3,1,3,60,1,
1,2,1,1,0,1,0,5,1,1,61,1,
1,2,1,1,0,1,0,5,1,2,61,1,
1,2,1,2,0,1,0,5,1,3,61,1,
1,2,1,2,0,1,0,5,1,4,61,1,
1,2,2,1,0,1,1,5,2,5,61,1,
1,1,1,2,0,1,0,3,1,1,62,1,
1,1,1,2,0,1,0,3,1,2,62,1,
1,1,2,2,0,1,1,3,2,3,62,1,
1,1,2,2,0,0,1,4,2,1,63,1,
1,1,2,2,0,0,1,4,2,2,63,1,
1,1,2,1,0,0,0,4,2,3,63,1,
1,1,1,1,0,0,1,4,1,4,63,1,
2,2,2,2,1,0,0,5,2,1,64,1,
2,2,2,2,1,0,0,5,2,2,64,1,
2,2,1,1,1,0,1,5,1,3,64,1,
2,2,2,1,1,0,0,5,1,4,64,1,
2,2,1,1,1,0,0,5,1,5,64,1,
2,2,1,1,0,0,0,3,1,1,65,1,
2,2,1,1,0,0,0,3,1,2,65,1,
2,2,1,2,0,0,1,3,2,3,65,1,
2,2,2,2,0,0,1,3,2,1,66,1,
2,2,2,2,0,0,1,3,2,2,66,1,
2,2,2,2,0,0,0,3,2,3,66,1,
1,1,2,1,-1,-1,0,4,2,1,67,2,
1,1,2,1,-1,-1,0,4,2,2,67,2,
1,1,1,1,-1,-1,1,4,1,3,67,2,
1,1,2,2,-1,-1,1,4,2,4,67,2,
1,1,1,2,0,0,0,5,1,1,68,2,
1,1,1,2,0,0,0,5,1,2,68,2,
1,1,1,1,0,0,0,5,1,3,68,2,
1,1,2,2,0,0,1,5,2,4,68,2,
1,1,1,1,0,0,1,5,1,5,68,2,
2,1,1,1,1,0,0,4,1,1,69,2,
2,1,1,1,1,0,0,4,1,2,69,2,
2,1,1,2,1,0,1,4,2,3,69,2,
2,1,2,1,1,0,1,4,1,4,69,2,
1,2,2,1,1,0,1,5,2,1,70,2,
1,2,2,1,1,0,1,5,2,2,70,2,
1,2,2,2,1,0,0,5,2,3,70,2,
1,2,2,2,1,0,0,5,2,4,70,2,
1,2,2,2,1,0,0,5,2,5,70,2,
1,2,1,1,0,0,0,4,1,1,71,2,
1,2,1,1,0,0,0,4,1,2,71,2,
1,2,2,2,0,0,1,4,2,3,71,2,
1,2,2,1,0,0,0,4,2,4,71,2,
1,2,2,2,0,0,0,5,2,1,72,2,
1,2,2,2,0,0,0,5,2,2,72,2,
1,2,2,2,0,0,0,5,2,3,72,2,
1,2,2,1,0,0,0,5,2,4,72,2,
1,2,1,2,0,0,1,5,1,5,72,2,
1,2,2,1,0,0,1,3,2,1,73,2,
1,2,2,1,0,0,1,3,2,2,73,2,
1,2,1,1,0,0,1,3,1,3,73,2,
1,1,1,2,0,1,0,3,1,1,74,2,
1,1,1,2,0,1,0,3,1,2,74,2,
1,1,2,1,0,1,1,3,2,3,74,2,
1,1,1,2,0,0,0,5,1,1,75,2,
1,1,1,2,0,0,0,5,1,2,75,2,
1,1,1,2,0,0,0,5,1,3,75,2,
1,1,2,2,0,0,1,5,2,4,75,2,
1,1,2,1,0,0,0,5,2,5,75,2,
2,1,2,2,1,1,0,3,2,1,76,2,
2,1,2,2,1,1,0,3,2,2,76,2,
2,1,2,1,1,1,1,3,1,3,76,2,
2,2,1,1,0,1,1,4,1,1,77,2,
2,2,1,1,0,1,1,4,1,2,77,2,
2,2,1,2,0,1,1,4,2,3,77,2,
2,2,2,1,0,1,1,4,1,4,77,2,
1,1,1,2,1,1,0,4,1,1,78,2,
1,1,1,2,1,1,0,4,1,2,78,2,
1,1,1,1,1,1,0,4,1,3,78,2,
1,1,2,2,1,1,1,4,2,4,78,2,
2,2,2,2,1,0,0,4,2,1,79,2,
2,2,2,2,1,0,0,4,2,2,79,2,
2,2,1,2,1,0,0,4,2,3,79,2,
2,2,1,1,1,0,1,4,1,4,79,2,
2,1,2,1,0,1,0,5,1,1,80,2,
2,1,2,1,0,1,0,5,1,2,80,2,
2,1,2,2,0,1,1,5,2,3,80,2,
2,1,2,2,0,1,0,5,2,4,80,2,
2,1,2,2,0,1,0,5,2,5,80,2,
2,2,1,2,0,1,1,4,2,1,81,2,
2,2,1,2,0,1,1,4,2,2,81,2,
2,2,1,1,0,1,1,4,1,3,81,2,
2,2,2,2,0,1,1,4,2,4,81,2,
2,2,1,1,0,0,1,3,1,1,82,2,
2,2,1,1,0,0,1,3,1,2,82,2,
2,2,1,1,0,0,0,3,1,3,82,2,
2,1,2,2,0,1,1,4,2,1,83,2,
2,1,2,2,0,1,1,4,2,2,83,2,
2,1,2,2,0,1,0,4,2,3,83,2,
2,1,1,1,0,1,1,4,1,4,83,2,
2,2,1,2,0,1,1,3,2,1,84,2,
2,2,1,2,0,1,1,3,2,2,84,2,
2,2,2,1,0,1,1,3,1,3,84,2,
2,1,1,2,0,1,1,3,2,1,85,2,
2,1,1,2,0,1,1,3,2,2,85,2,
2,1,2,1,0,1,1,3,1,3,85,2,
1,1,2,2,1,1,1,4,2,1,86,2,
1,1,2,2,1,1,1,4,2,2,86,2,
1,1,2,2,1,1,0,4,2,3,86,2,
1,1,1,2,1,1,1,4,1,4,86,2,
2,2,2,2,1,1,0,3,2,1,87,2,
2,2,2,2,1,1,0,3,2,2,87,2,
2,2,1,2,1,1,0,3,2,3,87,2,
2,1,1,2,0,1,0,4,2,1,88,2,
2,1,1,2,0,1,0,4,2,2,88,2,
2,1,2,1,0,1,1,4,1,3,88,2,
2,1,1,1,0,1,0,4,1,4,88,2,
2,2,1,1,0,1,0,3,1,1,89,2,
2,2,1,1,0,1,0,3,1,2,89,2,
2,2,2,1,0,1,0,3,1,3,89,2,
2,1,2,1,0,1,1,5,1,1,90,2,
2,1,2,1,0,1,1,5,1,2,90,2,
2,1,2,1,0,1,0,5,1,3,90,2,
2,1,1,1,0,1,0,5,1,4,90,2,
2,1,2,2,0,1,1,5,2,5,90,2,
1,2,2,1,1,1,0,4,2,1,91,2,
1,2,2,1,1,1,0,4,2,2,91,2,
1,2,2,1,1,1,0,4,2,3,91,2,
1,2,1,2,1,1,1,4,1,4,91,2,
2,1,1,1,1,0,1,3,1,1,92,2,
2,1,1,1,1,0,1,3,1,2,92,2,
2,1,2,1,1,0,0,3,1,3,92,2,
2,2,2,2,0,1,0,4,2,1,93,2,
2,2,2,2,0,1,0,4,2,2,93,2,
2,2,2,2,0,1,0,4,2,3,93,2,
2,2,1,1,0,1,1,4,1,4,93,2,
2,2,1,1,0,0,0,5,1,1,94,2,
2,2,1,1,0,0,0,5,1,2,94,2,
2,2,2,2,0,0,1,5,2,3,94,2,
2,2,1,2,0,0,0,5,2,4,94,2,
2,2,1,2,0,0,0,5,2,5,94,2,
2,2,1,2,0,0,0,4,2,1,95,2,
2,2,1,2,0,0,0,4,2,2,95,2,
2,2,2,1,0,0,1,4,1,3,95,2,
2,2,1,1,0,0,0,4,1,4,95,2,
2,2,2,1,0,0,0,5,1,1,96,2,
2,2,2,1,0,0,0,5,1,2,96,2,
2,2,1,1,0,0,0,5,1,3,96,2,
2,2,1,1,0,0,0,5,1,4,96,2,
2,2,1,2,0,0,1,5,2,5,96,2,
2,2,2,2,0,0,1,3,2,1,97,2,
2,2,2,2,0,0,1,3,2,2,97,2,
2,2,2,1,0,0,1,3,1,3,97,2,
2,2,1,2,0,0,1,3,2,1,98,2,
2,2,1,2,0,0,1,3,2,2,98,2,
2,2,2,1,0,0,1,3,1,3,98,2,
1,1,1,2,1,0,1,3,1,1,99,2,
1,1,1,2,1,0,1,3,1,2,99,2,
1,1,1,2,1,0,0,3,1,3,99,2,
1,1,2,2,0,0,1,5,2,1,100,2,
1,1,2,2,0,0,1,5,2,2,100,2,
1,1,1,2,0,0,1,5,1,3,100,2,
1,1,1,1,0,0,0,5,1,4,100,2,
1,1,2,1,0,0,1,5,2,5,100,2,
1,2,1,1,0,1,1,5,1,1,101,2,
1,2,1,1,0,1,1,5,1,2,101,2,
1,2,1,1,0,1,0,5,1,3,101,2,
1,2,2,1,0,1,1,5,2,4,101,2,
1,2,1,1,0,1,1,5,1,5,101,2,
1,1,1,2,0,1,0,5,1,1,102,2,
1,1,1,2,0,1,0,5,1,2,102,2,
1,1,1,2,0,1,0,5,1,3,102,2,
1,1,1,2,0,1,0,5,1,4,102,2,
1,1,2,2,0,1,1,5,2,5,102,2,
1,1,1,2,0,0,0,3,1,1,103,2,
1,1,1,2,0,0,0,3,1,2,103,2,
1,1,2,1,0,0,1,3,2,3,103,2,
1,2,2,2,0,1,0,5,2,1,104,2,
1,2,2,2,0,1,0,5,2,2,104,2,
1,2,1,1,0,1,1,5,1,3,104,2,
1,2,1,2,0,1,0,5,1,4,104,2,
1,2,1,1,0,1,0,5,1,5,104,2,
2,2,2,1,1,0,1,5,1,1,105,2,
2,2,2,1,1,0,1,5,1,2,105,2,
2,2,2,1,1,0,0,5,1,3,105,2,
2,2,1,2,1,0,1,5,2,4,105,2,
2,2,2,1,1,0,1,5,1,5,105,2,
2,1,1,2,0,1,0,5,2,1,106,2,
2,1,1,2,0,1,0,5,2,2,106,2,
2,1,2,1,0,1,1,5,1,3,106,2,
2,1,1,1,0,1,0,5,1,4,106,2,
2,1,2,1,0,1,0,5,1,5,106,2,
1,2,1,1,1,1,1,4,1,1,107,2,
1,2,1,1,1,1,1,4,1,2,107,2,
1,2,1,1,1,1,0,4,1,3,107,2,
1,2,2,2,1,1,1,4,2,4,107,2,
1,2,1,1,0,0,0,3,1,1,108,2,
1,2,1,1,0,0,0,3,1,2,108,2,
1,2,1,1,0,0,0,3,1,3,108,2,
1,1,1,1,0,1,1,3,1,1,109,2,
1,1,1,1,0,1,1,3,1,2,109,2,
1,1,1,1,0,1,0,3,1,3,109,2,
1,2,2,2,0,1,1,3,2,1,110,2,
1,2,2,2,0,1,1,3,2,2,110,2,
1,2,1,2,0,1,1,3,1,3,110,2,
2,2,2,2,1,1,1,5,2,1,111,2,
2,2,2,2,1,1,1,5,2,2,111,2,
2,2,2,1,1,1,1,5,1,3,111,2,
2,2,1,1,1,1,0,5,1,4,111,2,
2,2,1,2,1,1,1,5,2,5,111,2,
1,2,1,1,1,0,0,4,1,1,112,2,
1,2,1,1,1,0,0,4,1,2,112,2,
1,2,2,2,1,0,1,4,2,3,112,2,
1,2,2,1,1,0,0,4,2,4,112,2,
1,1,2,2,0,1,1,5,2,1,113,2,
1,1,2,2,0,1,1,5,2,2,113,2,
1,1,2,1,0,1,0,5,2,3,113,2,
1,1,2,1,0,1,0,5,2,4,113,2,
1,1,2,1,0,1,0,5,2,5,113,2,
1,2,2,1,0,1,1,5,2,1,114,2,
1,2,2,1,0,1,1,5,2,2,114,2,
1,2,2,2,0,1,0,5,2,3,114,2,
1,2,1,1,0,1,1,5,1,4,114,2,
1,2,1,2,0,1,0,5,1,5,114,2,
1,2,2,2,0,0,1,3,2,1,115,2,
1,2,2,2,0,0,1,3,2,2,115,2,
1,2,2,1,0,0,0,3,2,3,115,2,
2,1,2,1,1,1,1,3,1,1,116,2,
2,1,2,1,1,1,1,3,1,2,116,2,
2,1,1,1,1,1,0,3,1,3,116,2,
2,1,2,2,0,0,0,5,2,1,117,2,
2,1,2,2,0,0,0,5,2,2,117,2,
2,1,2,2,0,0,0,5,2,3,117,2,
2,1,1,2,0,0,0,5,2,4,117,2,
2,1,1,2,0,0,0,5,2,5,117,2,
2,1,2,2,0,0,1,3,2,1,118,2,
2,1,2,2,0,0,1,3,2,2,118,2,
2,1,1,2,0,0,0,3,2,3,118,2,
2,1,2,1,0,0,1,4,1,1,119,2,
2,1,2,1,0,0,1,4,1,2,119,2,
2,1,2,1,0,0,0,4,1,3,119,2,
2,1,1,2,0,0,1,4,2,4,119,2,
2,1,2,1,0,0,1,3,1,1,120,2,
2,1,2,1,0,0,1,3,1,2,120,2,
2,1,2,1,0,0,0,3,1,3,120,2,
2,1,2,2,0,0,0,3,2,1,121,2,
2,1,2,2,0,0,0,3,2,2,121,2,
2,1,1,1,0,0,1,3,1,3,121,2,
2,1,1,1,0,0,0,5,1,1,122,2,
2,1,1,1,0,0,0,5,1,2,122,2,
2,1,1,1,0,0,0,5,1,3,122,2,
2,1,1,2,0,0,1,5,2,4,122,2,
2,1,2,2,0,0,0,5,2,5,122,2,
2,2,2,2,0,1,0,3,2,1,123,2,
2,2,2,2,0,1,0,3,2,2,123,2,
2,2,1,2,0,1,0,3,2,3,123,2,
1,1,1,2,1,0,0,4,1,1,124,2,
1,1,1,2,1,0,0,4,1,2,124,2,
1,1,1,2,1,0,0,4,1,3,124,2,
1,1,1,1,1,0,0,4,1,4,124,2,
1,1,2,1,0,0,0,5,2,1,125,2,
1,1,2,1,0,0,0,5,2,2,125,2,
1,1,1,1,0,0,1,5,1,3,125,2,
1,1,1,2,0,0,0,5,1,4,125,2,
1,1,1,1,0,0,0,5,1,5,125,2,
1,1,1,1,0,0,1,5,1,1,126,2,
1,1,1,1,0,0,1,5,1,2,126,2,
1,1,2,2,0,0,1,5,2,3,126,2,
1,1,2,2,0,0,0,5,2,4,126,2,
1,1,2,1,0,0,0,5,2,5,126,2,
1,1,1,1,0,0,1,5,1,1,127,2,
1,1,1,1,0,0,1,5,1,2,127,2,
1,1,1,1,0,0,0,5,1,3,127,2,
1,1,1,2,0,0,0,5,1,4,127,2,
1,1,2,2,0,0,1,5,2,5,127,2,
1,2,1,1,0,1,0,3,1,1,128,2,
1,2,1,1,0,1,0,3,1,2,128,2,
1,2,2,1,0,1,1,3,2,3,128,2,
1,1,2,2,0,1,0,5,2,1,129,2,
1,1,2,2,0,1,0,5,2,2,129,2,
1,1,1,2,0,1,1,5,1,3,129,2,
1,1,1,1,0,1,0,5,1,4,129,2,
1,1,1,2,0,1,0,5,1,5,129,2,
1,2,1,1,0,1,0,4,1,1,130,2,
1,2,1,1,0,1,0,4,1,2,130,2,
1,2,1,2,0,1,0,4,1,3,130,2,
1,2,1,1,0,1,0,4,1,4,130,2,
1,2,1,1,0,0,1,3,1,1,131,2,
1,2,1,1,0,0,1,3,1,2,131,2,
1,2,2,1,0,0,1,3,2,3,131,2,
1,1,1,1,0,1,1,5,1,1,132,2,
1,1,1,1,0,1,1,5,1,2,132,2,
1,1,2,1,0,1,1,5,2,3,132,2,
1,1,2,2,0,1,0,5,2,4,132,2,
1,1,1,1,0,1,1,5,1,5,132,2,

